booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status
101187,Resort Hotel,148,2024,February,20,2,1,4,1,0,GBR,Corporate,Direct,1,4,No Deposit,44,2,Group,98.22,4,Canceled
101188,Resort Hotel,152,2024,January,11,1,2,3,1,1,GBR,Online TA,GDS,1,4,Non Refund,61,39,Contract,270.74,4,Check-Out
101189,City Hotel,214,2023,July,11,2,3,4,1,1,NLD,Groups,GDS,1,4,Non Refund,256,42,Transient-Party,308.7,4,Check-Out
101190,Resort Hotel,221,2023,December,17,0,1,4,1,1,UAE,Groups,Corporate,3,2,No Deposit,234,15,Contract,341.04,5,Check-Out
101191,City Hotel,182,2023,December,23,4,3,1,0,1,UAE,Direct,TA/TO,0,2,No Deposit,42,43,Group,68.59,4,Check-Out
101192,City Hotel,211,2025,October,11,3,2,3,2,1,AUS,Corporate,Corporate,2,1,No Deposit,220,23,Transient-Party,60.68,5,Check-Out
101193,Resort Hotel,296,2025,November,11,2,7,3,0,0,CAN,Online TA,Corporate,2,3,Non Refund,35,47,Transient,186.62,0,Canceled
101194,City Hotel,98,2023,September,22,1,2,3,2,0,GBR,Groups,Corporate,3,2,Non Refund,21,18,Group,218.4,2,Check-Out
101195,Resort Hotel,140,2024,November,4,1,7,2,1,1,NLD,Groups,Direct,4,4,No Deposit,440,38,Transient,173.69,2,Check-Out
101196,Resort Hotel,297,2023,January,26,3,2,2,0,0,USA,Corporate,Direct,1,4,Non Refund,122,2,Transient,171.24,2,Check-Out
101197,Resort Hotel,130,2025,November,26,2,5,1,0,0,CAN,Online TA,Corporate,4,1,No Deposit,383,5,Transient,144.52,2,Check-Out
101198,Resort Hotel,118,2025,November,28,2,6,4,1,1,CAN,Groups,GDS,1,3,Non Refund,498,46,Group,156.09,,Canceled
101199,City Hotel,116,2025,November,1,4,1,1,2,1,SGP,Online TA,Direct,0,1,Non Refund,370,18,Transient-Party,144.29,3,Check-Out
101200,City Hotel,361,2025,February,13,2,4,2,2,1,SGP,Direct,Direct,5,3,Non Refund,57,15,Transient,193.19,2,Check-Out
101201,Resort Hotel,233,2024,October,25,1,1,3,2,1,USA,Groups,TA/TO,5,3,No Deposit,296,34,Contract,232.52,2,Canceled
101202,City Hotel,43,2023,October,5,3,2,3,2,0,GBR,Corporate,TA/TO,2,2,Refundable,192,47,Group,191.03,2,Check-Out
101203,Resort Hotel,1,2024,September,15,4,5,4,1,0,FRA,Corporate,GDS,0,0,No Deposit,455,5,Contract,55.16,4,Canceled
101204,Resort Hotel,277,2025,January,17,0,1,2,0,0,SGP,Online TA,GDS,3,2,Refundable,460,16,Transient,247.98,2,Canceled
101205,Resort Hotel,67,2025,January,9,4,3,4,0,0,NLD,Groups,Direct,3,4,Non Refund,399,32,Transient,276.18,2,Canceled
101206,Resort Hotel,167,2023,April,28,2,4,1,1,1,CAN,Corporate,Direct,1,2,No Deposit,278,36,Transient-Party,308.77,3,Check-Out
101207,City Hotel,358,2024,May,21,0,1,2,2,0,USA,Offline TA/TO,Direct,1,4,No Deposit,265,47,Contract,133.11,0,Check-Out
101208,City Hotel,348,2023,December,15,0,6,2,2,1,NLD,Groups,Corporate,4,4,Refundable,236,0,Transient,57.76,2,Check-Out
101209,City Hotel,110,2025,February,15,1,1,2,0,1,CAN,Groups,TA/TO,0,3,Refundable,490,42,Group,275.34,5,Check-Out
101210,City Hotel,269,2023,March,21,0,7,3,2,0,GBR,Online TA,Corporate,4,4,Refundable,241,13,Contract,222.06,5,Check-Out
101211,City Hotel,271,2025,April,21,4,1,4,1,0,SGP,Groups,TA/TO,2,0,Non Refund,418,6,Group,89.8,4,Canceled
101212,Resort Hotel,75,2023,April,3,4,4,1,0,1,AUS,Corporate,GDS,0,2,No Deposit,351,36,Contract,177.75,2,Canceled
101213,,56,2023,April,20,4,2,4,2,0,CAN,Groups,Direct,3,0,Refundable,109,39,Transient,277.08,5,Check-Out
101214,Resort Hotel,232,2023,December,3,0,3,3,2,1,SGP,Direct,Corporate,5,3,No Deposit,450,23,Group,331.93,5,Canceled
101215,Resort Hotel,38,2025,October,18,4,6,1,2,0,SGP,Groups,GDS,3,1,Refundable,264,43,Transient-Party,130.68,5,Canceled
101216,Resort Hotel,293,2023,December,21,3,4,3,1,1,USA,Corporate,Corporate,3,3,Refundable,217,35,Contract,148.96,1,Canceled
101217,Resort Hotel,109,2023,September,26,0,2,2,1,0,GBR,Corporate,Corporate,1,2,No Deposit,382,32,Group,152.64,3,Check-Out
101218,Resort Hotel,123,2024,April,20,4,7,3,0,1,GBR,Corporate,Corporate,1,0,No Deposit,128,29,Group,348.53,0,Check-Out
101219,City Hotel,30,2025,June,10,0,4,2,1,1,USA,Corporate,TA/TO,0,3,Refundable,445,45,Transient-Party,120.6,5,Check-Out
101220,Resort Hotel,108,2024,June,1,2,1,4,0,0,NLD,Online TA,Direct,2,0,Non Refund,444,24,Contract,178.03,1,Check-Out
101221,City Hotel,232,2023,January,4,2,7,4,2,0,CAN,Offline TA/TO,TA/TO,0,0,Refundable,420,49,Group,180.8,3,Check-Out
101222,City Hotel,351,2025,March,19,0,3,4,2,0,DEU,Offline TA/TO,TA/TO,1,0,No Deposit,266,38,Transient,289.72,2,Check-Out
101223,Resort Hotel,245,2023,April,26,1,7,2,1,1,NLD,Corporate,TA/TO,4,1,No Deposit,115,16,Transient,224.41,5,Check-Out
101224,City Hotel,32,2023,August,12,0,4,2,1,1,SGP,Offline TA/TO,TA/TO,4,0,Refundable,380,48,Transient,255.58,3,Canceled
101225,City Hotel,,2025,November,19,0,2,4,2,0,CAN,Groups,GDS,4,3,Non Refund,217,6,Transient,108.72,5,Check-Out
101226,Resort Hotel,77,2023,May,26,1,5,2,1,0,GBR,Direct,Corporate,0,4,Non Refund,42,10,Contract,164.48,0,Check-Out
101227,Resort Hotel,139,2023,July,1,2,2,4,1,0,AUS,Corporate,Direct,2,2,Non Refund,332,19,Transient-Party,300.21,5,Check-Out
101228,City Hotel,108,2025,December,11,4,3,3,0,1,CAN,Corporate,Corporate,4,4,Refundable,228,24,Transient-Party,166.23,4,Canceled
101229,City Hotel,81,2024,July,24,4,3,3,2,1,SGP,Direct,TA/TO,0,4,Refundable,491,34,Contract,142.74,1,Canceled
101230,City Hotel,34,2024,March,23,1,6,1,2,1,UAE,Offline TA/TO,TA/TO,4,0,Non Refund,463,29,Transient,330.31,1,Canceled
101231,Resort Hotel,136,2025,August,9,2,5,2,1,1,FRA,Corporate,Corporate,0,4,Refundable,446,5,Transient-Party,119.6,3,Check-Out
101232,Resort Hotel,153,2023,January,6,3,7,1,1,1,DEU,Direct,GDS,2,0,Refundable,316,36,Group,59.48,4,Check-Out
101233,City Hotel,267,2024,December,15,0,1,2,1,0,GBR,Groups,Corporate,0,1,Non Refund,472,6,Transient,270.4,5,Canceled
101234,City Hotel,330,2025,November,24,2,6,2,2,1,SGP,Online TA,Corporate,1,2,Refundable,484,17,Group,51.59,0,Check-Out
101235,Resort Hotel,196,2025,November,13,4,1,1,0,1,AUS,Offline TA/TO,Corporate,4,0,Refundable,451,15,Transient,305.61,,Check-Out
101236,Resort Hotel,224,2024,February,20,2,3,1,1,0,SGP,Corporate,Direct,1,4,No Deposit,109,,Group,114.01,2,Canceled
101237,Resort Hotel,297,2025,April,12,3,5,4,1,1,NLD,Groups,Corporate,4,4,Refundable,413,9,Transient-Party,217.61,0,Canceled
101238,Resort Hotel,247,2023,August,4,3,3,3,1,1,NLD,Online TA,TA/TO,5,4,Non Refund,355,36,Transient-Party,136.79,2,Check-Out
101239,City Hotel,,2024,April,14,2,2,2,0,0,NLD,Online TA,GDS,1,1,Non Refund,98,48,Transient,310.7,2,Check-Out
101240,Resort Hotel,58,2025,March,28,3,3,4,2,1,GBR,Groups,Direct,1,0,No Deposit,14,28,Transient,164.52,2,Check-Out
101241,City Hotel,109,2025,June,17,1,6,1,1,0,GBR,Online TA,Direct,5,2,Refundable,386,11,Group,140.91,0,Canceled
101242,Resort Hotel,153,2025,April,6,4,3,1,1,1,FRA,Corporate,Corporate,5,4,No Deposit,277,28,Transient-Party,334.93,5,Check-Out
101243,Resort Hotel,170,2024,December,15,1,1,4,2,1,SGP,Groups,Direct,5,4,Non Refund,432,,Contract,157.78,4,Check-Out
101244,City Hotel,190,2025,April,5,1,5,1,2,1,USA,Groups,Direct,4,1,Refundable,285,12,Group,308.24,2,Check-Out
101245,Resort Hotel,339,2023,February,1,3,5,2,1,1,UAE,Direct,TA/TO,4,1,No Deposit,422,0,Transient,179.63,2,Canceled
101246,Resort Hotel,219,2024,June,7,3,1,2,0,0,CAN,Online TA,TA/TO,0,0,No Deposit,494,17,Contract,217.5,2,Check-Out
101247,Resort Hotel,215,2024,March,20,4,2,1,1,1,,Direct,TA/TO,2,4,Non Refund,414,11,Transient,80.5,5,Canceled
101248,Resort Hotel,309,2023,September,17,4,2,4,2,0,GBR,Groups,TA/TO,5,1,No Deposit,302,35,Transient,71.72,2,Check-Out
101249,City Hotel,216,2023,July,20,0,2,3,1,1,AUS,Groups,TA/TO,1,3,No Deposit,372,22,Transient,80.26,2,Check-Out
101250,City Hotel,185,2024,November,8,2,3,1,1,1,NLD,Corporate,Direct,5,1,Refundable,458,16,Group,247.94,0,Check-Out
101251,Resort Hotel,237,2023,June,1,2,5,3,0,0,NLD,Online TA,Direct,5,0,Non Refund,439,14,Group,286.61,5,Check-Out
101252,Resort Hotel,138,2025,January,10,4,6,3,2,1,CAN,Groups,GDS,5,3,Refundable,84,48,Contract,200.08,1,Check-Out
101253,City Hotel,68,2024,October,28,3,3,1,2,0,IND,Direct,TA/TO,4,1,Refundable,133,2,Group,318.05,1,No-Show
101254,City Hotel,333,2023,July,8,0,7,2,0,1,GBR,Corporate,Direct,3,1,Non Refund,118,11,Group,195.9,5,Check-Out
101255,City Hotel,337,2024,October,3,1,7,4,2,1,IND,Online TA,Direct,0,1,No Deposit,252,43,Transient,281.07,1,Check-Out
101256,City Hotel,340,2024,December,26,3,2,1,1,0,USA,Offline TA/TO,TA/TO,0,0,No Deposit,79,20,Transient-Party,238.76,2,No-Show
101257,City Hotel,239,2023,March,11,0,6,4,0,1,USA,Groups,Direct,3,3,No Deposit,475,16,Contract,256.88,2,Check-Out
101258,Resort Hotel,109,2024,September,26,0,4,1,1,0,UAE,Corporate,Corporate,2,2,No Deposit,382,3,Contract,92.98,0,No-Show
101259,City Hotel,304,2023,March,21,0,5,2,2,1,DEU,Online TA,TA/TO,1,2,Non Refund,407,36,Transient-Party,294.2,4,Check-Out
101260,City Hotel,182,2025,February,13,2,5,2,1,1,IND,Direct,Corporate,0,4,Non Refund,499,44,Transient-Party,168.32,0,Check-Out
101261,Resort Hotel,318,2024,May,26,3,1,4,2,0,AUS,Groups,Direct,4,2,Refundable,323,12,Transient,338.26,1,Check-Out
101262,Resort Hotel,253,2023,November,3,3,5,2,1,1,GBR,Direct,Direct,3,4,Non Refund,350,48,Transient,302.69,1,Canceled
101263,Resort Hotel,34,2024,October,26,4,3,3,2,1,AUS,Corporate,TA/TO,0,1,Non Refund,108,5,Contract,201.09,4,Canceled
101264,Resort Hotel,200,2025,October,11,1,1,4,2,0,UAE,Offline TA/TO,TA/TO,5,3,Non Refund,287,15,Transient-Party,339.26,0,Check-Out
101265,City Hotel,131,2024,January,12,2,1,4,0,0,USA,Online TA,Corporate,5,1,Refundable,147,24,Transient-Party,123.16,1,Check-Out
101266,City Hotel,327,2024,April,17,2,2,4,1,1,IND,Direct,TA/TO,3,2,No Deposit,343,11,Transient-Party,304.33,2,Canceled
101267,Resort Hotel,50,2023,October,8,1,2,2,2,1,CAN,Corporate,TA/TO,4,3,Non Refund,19,43,Contract,157.93,1,Check-Out
101268,City Hotel,100,2025,January,12,2,7,2,1,1,DEU,Offline TA/TO,TA/TO,3,4,No Deposit,365,40,Transient,327.81,3,No-Show
101269,City Hotel,191,2025,May,3,3,1,1,1,1,NLD,Online TA,GDS,3,1,Refundable,70,31,Contract,155.11,4,Check-Out
101270,Resort Hotel,219,2024,November,5,4,4,1,0,0,UAE,Direct,Direct,2,4,Non Refund,107,6,Transient-Party,347.75,0,Check-Out
101271,Resort Hotel,77,2023,March,22,2,6,1,0,0,IND,Direct,Corporate,0,0,No Deposit,476,30,Transient,300.17,5,Check-Out
101272,Resort Hotel,172,2023,April,22,0,2,4,0,0,CAN,Direct,GDS,0,,Refundable,154,46,Group,140.57,1,Canceled
101273,Resort Hotel,321,2024,September,28,0,7,1,2,0,GBR,Corporate,GDS,1,0,Refundable,107,4,Group,138.41,0,No-Show
101274,City Hotel,211,2023,August,20,2,4,3,1,1,UAE,Groups,TA/TO,2,4,Non Refund,103,16,Transient,281.44,0,Check-Out
101275,Resort Hotel,357,2024,March,13,1,1,2,0,0,NLD,Online TA,Corporate,3,3,Refundable,47,49,Transient-Party,140.51,3,Canceled
101276,City Hotel,364,2025,September,23,2,3,4,1,1,FRA,Groups,Corporate,1,1,Non Refund,118,39,Transient-Party,55.1,0,Check-Out
101277,Resort Hotel,133,2024,February,11,2,6,3,1,0,USA,Groups,Corporate,2,4,Non Refund,362,14,Transient,147.3,0,Check-Out
101278,Resort Hotel,11,2024,January,21,1,5,2,1,1,AUS,Corporate,Corporate,0,0,Refundable,183,9,Contract,274.8,0,Check-Out
101279,City Hotel,173,2023,July,4,3,5,1,0,1,FRA,Offline TA/TO,Corporate,2,4,Non Refund,120,41,Contract,261.29,3,Check-Out
101280,Resort Hotel,1,2024,June,25,4,1,3,0,1,IND,Online TA,GDS,1,1,Refundable,382,25,Transient-Party,300.61,4,Canceled
101281,City Hotel,295,2025,July,25,3,6,3,0,0,IND,Direct,TA/TO,1,4,Non Refund,386,14,Group,257.57,3,Canceled
101282,Resort Hotel,4,2023,January,13,4,1,2,0,1,AUS,Corporate,TA/TO,5,3,Non Refund,439,15,Contract,203.99,0,Canceled
101283,City Hotel,190,2025,September,3,2,3,4,2,0,USA,Groups,Direct,1,4,No Deposit,400,37,Transient,51.14,1,No-Show
101284,City Hotel,11,2025,October,5,3,3,2,2,1,UAE,Groups,Corporate,4,3,Non Refund,98,12,Transient-Party,277.44,3,Check-Out
101285,City Hotel,239,2025,March,6,3,6,1,2,0,FRA,Groups,Corporate,1,4,No Deposit,169,12,Group,317.44,2,Canceled
101286,City Hotel,285,2023,December,28,4,7,2,0,,FRA,Corporate,TA/TO,3,1,No Deposit,335,3,Transient,,1,Check-Out
101287,City Hotel,19,2025,January,9,0,1,3,1,0,SGP,Groups,TA/TO,3,1,Refundable,303,8,Contract,129.32,0,Check-Out
101288,City Hotel,340,2025,August,7,1,3,1,1,1,NLD,Groups,Direct,4,2,No Deposit,40,22,Contract,243.79,3,Check-Out
101289,City Hotel,69,2024,April,18,1,7,2,1,0,GBR,Corporate,Corporate,1,2,Non Refund,343,47,Transient,280.38,4,Canceled
101290,Resort Hotel,239,2024,July,6,1,4,4,2,1,UAE,Online TA,TA/TO,4,3,Non Refund,135,3,Transient-Party,232.46,5,Check-Out
101291,City Hotel,61,2024,February,10,3,5,1,1,1,USA,Offline TA/TO,Corporate,1,3,Non Refund,105,29,Transient,309.07,2,Canceled
101292,City Hotel,36,2023,July,20,1,5,1,2,1,CAN,Corporate,Direct,5,3,Refundable,32,14,Group,314.8,5,Canceled
101293,City Hotel,126,2024,December,4,4,7,3,2,1,CAN,Direct,Corporate,5,4,No Deposit,182,26,Transient,276.24,5,Check-Out
101294,Resort Hotel,184,2023,August,26,2,2,1,2,1,DEU,Groups,Direct,1,2,Non Refund,388,16,Group,236.56,0,Check-Out
101295,City Hotel,239,2025,December,3,0,2,3,1,0,CAN,Groups,TA/TO,2,0,Non Refund,432,29,Transient,319.17,0,Check-Out
101296,City Hotel,232,2023,February,1,4,1,3,1,0,DEU,Direct,Direct,4,3,No Deposit,96,42,Transient,299.86,1,Check-Out
101297,Resort Hotel,240,2023,November,22,1,6,4,0,0,USA,Groups,Direct,5,4,Non Refund,161,31,Group,195.06,0,Canceled
101298,City Hotel,14,2024,August,21,3,1,3,0,1,USA,Online TA,GDS,2,4,No Deposit,6,14,Contract,318.05,0,Check-Out
101299,City Hotel,18,2024,September,14,2,4,3,1,1,SGP,Corporate,Direct,1,1,Non Refund,339,43,Contract,73.84,3,Check-Out
101300,City Hotel,204,2025,January,16,2,5,2,0,0,CAN,Online TA,Corporate,0,2,Refundable,455,35,Transient,246.19,2,Canceled
101301,Resort Hotel,177,2025,August,27,3,4,2,1,0,CAN,Groups,Corporate,2,2,Non Refund,,45,Group,218.43,5,Check-Out
101302,Resort Hotel,22,2024,December,11,0,7,4,2,0,FRA,Corporate,Corporate,3,4,Refundable,71,47,Contract,202.21,2,Check-Out
101303,City Hotel,87,2023,March,27,2,6,2,2,1,IND,Offline TA/TO,GDS,1,3,Non Refund,178,34,Transient-Party,53.88,5,Check-Out
101304,Resort Hotel,279,2023,December,22,0,1,4,2,0,IND,Direct,Corporate,1,2,Non Refund,128,16,Contract,85.05,5,Check-Out
101305,City Hotel,26,2023,August,26,3,3,2,0,0,SGP,Offline TA/TO,Direct,4,1,Non Refund,349,22,Transient,174.51,2,Check-Out
101306,City Hotel,22,2024,April,12,0,5,4,0,1,NLD,Groups,Corporate,1,1,No Deposit,287,19,Contract,181.72,3,Check-Out
101307,Resort Hotel,331,2023,August,15,1,2,1,1,0,IND,Corporate,Corporate,1,3,Non Refund,339,11,Transient,173.87,0,Canceled
101308,City Hotel,327,2023,June,9,4,1,4,1,0,FRA,Corporate,Direct,1,3,No Deposit,416,33,Group,308.87,0,Check-Out
101309,Resort Hotel,23,2024,March,9,2,2,2,0,1,AUS,Direct,TA/TO,4,2,Refundable,356,39,Transient-Party,209.89,0,Check-Out
101310,City Hotel,253,2024,May,10,3,7,3,1,0,AUS,Corporate,GDS,5,0,No Deposit,78,2,Contract,130.82,3,Canceled
101311,Resort Hotel,360,2025,December,17,0,3,2,0,1,DEU,Direct,GDS,1,4,Refundable,154,28,Transient-Party,257.9,0,Canceled
101312,City Hotel,265,2025,August,24,4,7,1,1,0,AUS,Offline TA/TO,GDS,2,1,Refundable,276,13,Group,121.23,5,Canceled
101313,City Hotel,74,2024,,26,3,7,4,0,0,UAE,Corporate,GDS,0,2,Refundable,19,28,Transient,171.61,2,Canceled
101314,Resort Hotel,288,2025,March,6,0,1,2,1,0,IND,Offline TA/TO,GDS,0,4,Refundable,443,20,Transient-Party,142.74,2,Check-Out
101315,City Hotel,92,2024,October,14,4,2,3,0,1,USA,Direct,Direct,1,3,Non Refund,175,40,Group,265.9,0,Check-Out
101316,Resort Hotel,241,2024,March,5,4,6,4,1,1,SGP,Groups,GDS,1,3,No Deposit,5,34,Group,76.05,0,Check-Out
101317,City Hotel,140,2023,November,16,,4,1,2,0,SGP,Online TA,GDS,0,4,No Deposit,158,45,Group,250.04,0,Check-Out
101318,Resort Hotel,27,2025,November,12,4,4,3,1,1,UAE,Groups,Corporate,1,1,Non Refund,241,31,Contract,236.39,2,Check-Out
101319,City Hotel,196,2023,October,6,0,5,2,2,0,DEU,Direct,TA/TO,0,2,No Deposit,417,38,Contract,77.22,4,No-Show
101320,Resort Hotel,272,2025,January,18,1,6,1,0,1,GBR,Direct,TA/TO,0,1,Non Refund,114,7,Transient-Party,66.97,3,Canceled
101321,City Hotel,163,2023,February,2,3,7,2,2,0,IND,Groups,Direct,5,,Refundable,316,44,Transient-Party,157.18,0,Canceled
101322,City Hotel,147,2025,April,3,3,1,1,2,0,GBR,Online TA,TA/TO,3,3,Refundable,168,40,Contract,216.04,0,Check-Out
101323,Resort Hotel,117,2024,February,22,1,4,2,0,0,IND,Offline TA/TO,Direct,5,4,No Deposit,237,30,Transient-Party,201.13,2,No-Show
101324,Resort Hotel,189,2024,January,25,2,5,4,2,0,CAN,Offline TA/TO,TA/TO,3,0,No Deposit,231,46,Transient,58.96,4,Check-Out
101325,City Hotel,271,,January,17,2,7,3,0,0,DEU,Online TA,Direct,5,1,No Deposit,115,36,Transient,98.03,2,Canceled
101326,City Hotel,308,2025,April,1,3,2,3,1,1,FRA,Corporate,Direct,5,0,Refundable,158,0,Transient,259.8,2,Canceled
101327,Resort Hotel,221,2024,July,14,3,1,3,2,1,USA,Online TA,Corporate,1,3,No Deposit,408,22,Group,61.87,1,Canceled
101328,City Hotel,29,2025,March,15,2,6,4,0,0,SGP,Offline TA/TO,Direct,2,3,Non Refund,81,17,Transient,281.79,2,Check-Out
101329,City Hotel,211,2025,May,1,3,2,2,1,0,IND,Direct,TA/TO,0,2,Non Refund,37,40,Contract,231.1,0,Canceled
101330,Resort Hotel,287,2023,September,15,0,5,2,0,0,USA,Direct,TA/TO,0,4,No Deposit,112,20,Group,139.15,4,Check-Out
101331,City Hotel,173,2024,January,24,0,5,4,2,1,UAE,Groups,TA/TO,4,0,No Deposit,216,15,Contract,342.74,3,Canceled
101332,City Hotel,153,2025,August,21,1,2,4,2,0,UAE,Groups,GDS,4,3,Refundable,141,38,Transient,265.15,2,Check-Out
101333,City Hotel,353,2024,December,15,2,5,2,0,0,USA,Offline TA/TO,TA/TO,4,1,Non Refund,57,41,Group,224,3,Check-Out
101334,Resort Hotel,265,2024,July,5,4,2,2,1,0,AUS,Groups,Direct,2,3,No Deposit,239,25,Transient-Party,257.05,1,Check-Out
101335,Resort Hotel,164,2024,May,28,3,1,2,1,1,SGP,Corporate,TA/TO,2,4,Non Refund,10,6,Contract,302.75,0,Check-Out
101336,Resort Hotel,336,2025,July,10,1,1,4,2,0,FRA,Groups,Corporate,1,1,Refundable,59,44,Transient-Party,119.44,3,Check-Out
101337,City Hotel,171,2024,November,8,3,2,1,0,0,GBR,Corporate,TA/TO,0,1,Refundable,438,46,Transient-Party,130.42,2,Check-Out
101338,Resort Hotel,93,2023,January,25,1,1,3,2,1,SGP,Corporate,GDS,3,1,Refundable,28,46,Transient-Party,263.11,4,Check-Out
101339,Resort Hotel,27,2024,July,13,2,1,2,0,0,IND,Groups,TA/TO,0,0,No Deposit,85,43,Contract,102.8,5,Check-Out
101340,City Hotel,342,2024,July,7,1,7,2,1,0,DEU,Corporate,TA/TO,5,2,Refundable,74,17,Transient,233.61,3,Check-Out
101341,Resort Hotel,140,2024,February,13,0,1,4,2,1,GBR,Online TA,Corporate,1,2,Non Refund,35,26,Contract,104.75,3,Canceled
101342,Resort Hotel,216,2024,June,3,2,6,4,1,0,NLD,Offline TA/TO,GDS,2,2,No Deposit,61,20,Transient-Party,108.96,2,Check-Out
101343,City Hotel,362,2024,March,4,3,6,3,,1,DEU,Direct,TA/TO,3,2,Refundable,432,41,Transient,172.1,1,Check-Out
101344,City Hotel,145,2023,April,27,4,2,1,1,0,NLD,Corporate,GDS,0,3,Refundable,165,,Transient,196.76,5,Canceled
101345,City Hotel,347,2024,March,24,1,7,4,0,1,USA,Direct,GDS,5,3,Non Refund,76,43,Transient,87.54,1,Canceled
101346,Resort Hotel,252,2023,July,3,0,2,2,1,1,FRA,Direct,Corporate,4,2,No Deposit,220,34,Transient,86.51,2,Check-Out
101347,Resort Hotel,65,2023,October,14,4,3,2,2,1,IND,Groups,Direct,4,2,No Deposit,76,42,Contract,129.01,0,Canceled
101348,Resort Hotel,68,2023,June,23,0,5,4,2,0,NLD,Direct,GDS,0,3,No Deposit,485,29,Contract,53.15,1,Check-Out
101349,Resort Hotel,249,2025,August,6,3,3,1,1,1,USA,Online TA,Direct,5,3,No Deposit,334,40,Transient,231.33,5,Check-Out
101350,Resort Hotel,175,2024,June,3,1,6,3,2,1,USA,Direct,TA/TO,1,1,No Deposit,208,33,Contract,299.19,1,Check-Out
101351,Resort Hotel,273,2025,December,21,2,7,1,1,1,IND,Offline TA/TO,Direct,4,4,No Deposit,307,19,Transient,348.81,4,Check-Out
101352,City Hotel,171,2025,July,11,0,7,1,0,0,GBR,Corporate,Direct,2,3,No Deposit,45,38,Transient-Party,207.66,2,Check-Out
101353,City Hotel,36,2023,February,15,0,1,2,2,1,IND,Offline TA/TO,TA/TO,0,3,Refundable,55,39,Transient,257.22,4,Check-Out
101354,City Hotel,122,2024,December,8,2,1,4,2,1,CAN,Online TA,Direct,1,0,No Deposit,482,18,Transient-Party,227.04,0,Check-Out
101355,City Hotel,314,2023,September,18,2,6,3,1,1,IND,Corporate,TA/TO,2,0,Refundable,51,16,Transient,97.53,2,Check-Out
101356,Resort Hotel,107,2023,December,22,2,6,1,2,0,CAN,Groups,Direct,2,0,No Deposit,443,6,Transient,83.96,0,Check-Out
101357,City Hotel,118,2025,December,24,4,3,3,2,1,UAE,Offline TA/TO,GDS,5,4,Non Refund,135,30,Group,60.18,3,Check-Out
101358,City Hotel,246,2025,September,8,0,6,2,0,0,DEU,Groups,Direct,4,4,No Deposit,107,10,Contract,206.2,3,Check-Out
101359,City Hotel,48,2025,July,8,2,7,4,0,1,NLD,Direct,Direct,1,3,Refundable,205,6,Transient,161.27,5,Canceled
101360,Resort Hotel,313,2025,May,20,2,3,1,1,1,DEU,Direct,TA/TO,0,2,No Deposit,278,9,Transient-Party,336.68,1,Check-Out
101361,City Hotel,353,2023,September,7,1,5,2,2,1,SGP,Online TA,Direct,0,1,No Deposit,373,20,Transient-Party,73.46,3,Check-Out
101362,Resort Hotel,10,2023,December,9,0,4,1,2,1,GBR,Direct,Direct,3,4,No Deposit,169,24,Transient,114.26,3,Check-Out
101363,City Hotel,216,2023,March,6,2,4,3,2,0,GBR,Corporate,TA/TO,3,1,Non Refund,212,25,Group,333.84,5,Canceled
101364,City Hotel,284,2024,May,15,3,5,3,2,1,IND,Groups,TA/TO,3,0,Non Refund,190,33,Contract,306.67,3,Check-Out
101365,City Hotel,119,2023,December,5,4,4,2,2,1,NLD,Offline TA/TO,Corporate,1,1,No Deposit,299,7,Contract,287.13,3,Check-Out
101366,Resort Hotel,237,2023,June,26,4,5,4,2,1,SGP,Offline TA/TO,Corporate,0,4,Non Refund,37,37,Transient-Party,282.59,3,Canceled
101367,City Hotel,192,2023,May,16,0,3,1,2,1,FRA,Groups,GDS,5,0,Refundable,272,29,Group,187.87,3,No-Show
101368,Resort Hotel,316,2023,July,25,3,4,1,1,0,NLD,Groups,GDS,5,0,Refundable,209,34,Transient,327.88,4,Canceled
101369,City Hotel,100,2025,November,18,0,3,3,0,1,CAN,Corporate,Corporate,1,0,No Deposit,442,3,Transient,217.11,3,Canceled
101370,City Hotel,203,2025,November,28,1,4,1,1,1,DEU,Groups,Direct,1,3,Refundable,215,7,Contract,329.57,2,
101371,City Hotel,357,2025,January,14,0,4,3,2,1,NLD,Direct,GDS,0,2,Non Refund,290,34,Group,342.22,3,Check-Out
101372,City Hotel,68,2025,March,22,2,2,3,0,1,UAE,Direct,GDS,2,3,Refundable,78,31,Group,280.98,5,Check-Out
101373,City Hotel,110,2023,August,7,4,4,1,0,1,UAE,Offline TA/TO,Corporate,1,1,Refundable,137,19,Transient-Party,178.34,3,Check-Out
101374,Resort Hotel,87,2025,May,1,1,4,3,2,0,UAE,Corporate,Direct,1,4,No Deposit,57,12,Transient,62.49,2,Check-Out
101375,Resort Hotel,20,2023,September,4,4,5,4,2,0,DEU,Online TA,GDS,1,3,No Deposit,342,4,Contract,228.9,5,Check-Out
101376,City Hotel,192,2023,December,6,2,3,2,1,0,FRA,Corporate,Direct,3,3,Non Refund,200,33,Transient-Party,274.89,0,Check-Out
101377,Resort Hotel,83,2025,November,15,0,2,4,2,1,SGP,Online TA,GDS,2,3,Non Refund,467,13,Contract,335.11,3,Check-Out
